board_id,ifc_global_id,name,device_tag,ifc_class,predefined_type,object_type,board_kind,floor_id,storey,x,y,z,voltage_v,phase_count,rated_current_a,fuse_rating_a,power_factor,short_circuit_icw_ka,short_circuit_ipk_ka,system_code,system_name,width_mm,height_mm,depth_mm,manufacturer,product_description,rating_present,source_file,source_system,value_class,extraction_confidence,notes,raw_properties_json
board_1uPDbvw6L0MgNr4AW2hEsV,1uPDbvw6L0MgNr4AW2hEsV,-,RKE02,IfcElectricDistributionBoard,,,Jakokeskus,floor_level_01,01_Kerros,50.621,62.634,55.8,400.0,3.0,0.0,,,0.0,0.0,S0301,Pääjakelu - vaihtosähkö,1500.0,1600.0,350.0,-,"Keskus, pinta, ovella, 1. krs (ofset 300mm lattiasta)",False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tekninen"": {""Nimellisvirta"": 0.0, ""Oikosulkukestoisuusarvo Icw"": 0.0, ""Oikosulkukestoisuusarvo Ipk"": 0.0, ""Vaiheiden lukumäärä"": 3.0, ""Jännite"": 400.0, ""id"": 32927}, ""FI_Asennus"": {""14 Komponentin alapinnan korko, kerroskorosta"": 299.999, ""02 Komponentin yläpinnan korko, abs."": 57399.999, ""04 Komponentin alapinnan korko, abs."": 55799.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 1899.999, ""13 Asennuskorko, kerroskorosta"": 300.0, ""03 Asennuskorko, abs."": 55800.0, ""id"": 32931}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotetyypin kuvaus"": ""Keskus, pinta, ovella, 1. krs (ofset 300mm lattiasta)"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32933}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKE02"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Jakokeskus"", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-005"", ""05 Komponentin yleistunnus"": ""JKE"", ""id"": 32941}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 32963}, ""FI_Geometria"": {""Syvyys"": 350.0, ""Leveys"": 1500.0, ""Korkeus"": 1600.0, ""id"": 33025}}"
board_1uPDbvw6L0MgNr4AW2hEs_,1uPDbvw6L0MgNr4AW2hEs_,-,RKT01,IfcElectricDistributionBoard,,,Ristikytkentäteline,floor_level_01,01_Kerros,49.546,63.442,55.5,230.0,1.0,,,,,,D0101,Yleiskaapelointi,600.0,2000.0,600.0,-,Ristikytkentäteline 800x800x2000,False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Ristikytkentäteline 800x800x2000"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32961}, ""FI_Tekninen"": {""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""id"": 32965}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Yleiskaapelointi"", ""Järjestelmien tunnukset"": ""D0101"", ""id"": 32991}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 55499.998, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 55500.0, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2000.002, ""02 Komponentin yläpinnan korko, abs."": 57500.002, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.002, ""id"": 32997}, ""FI_Geometria"": {""Leveys"": 600.0, ""Syvyys"": 600.0, ""Korkeus"": 2000.0, ""id"": 33027}, ""FI_Komponentti"": {""04 Komponentin yleisnimi"": ""Ristikytkentäteline"", ""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKT01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-007"", ""05 Komponentin yleistunnus"": ""RKT"", ""id"": 33037}}"
board_1uPDbvw6L0MgNr4AW2hEsX,1uPDbvw6L0MgNr4AW2hEsX,-,RKT01,IfcElectricDistributionBoard,,,Ristikytkentäteline,floor_level_01,01_Kerros,60.516,73.806,55.5,230.0,1.0,,,,,,D0101,Yleiskaapelointi,600.0,2000.0,600.0,-,Ristikytkentäteline 800x800x2000,False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Ristikytkentäteline 800x800x2000"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32961}, ""FI_Tekninen"": {""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""id"": 32965}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Yleiskaapelointi"", ""Järjestelmien tunnukset"": ""D0101"", ""id"": 32991}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 55499.998, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 55500.0, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2000.002, ""02 Komponentin yläpinnan korko, abs."": 57500.002, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.002, ""id"": 32997}, ""FI_Geometria"": {""Leveys"": 600.0, ""Syvyys"": 600.0, ""Korkeus"": 2000.0, ""id"": 33027}, ""FI_Komponentti"": {""04 Komponentin yleisnimi"": ""Ristikytkentäteline"", ""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKT01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-007"", ""05 Komponentin yleistunnus"": ""RKT"", ""id"": 33037}}"
board_1uPDbvw6L0MgNr4AW2hEtU,1uPDbvw6L0MgNr4AW2hEtU,-,RKE02,IfcElectricDistributionBoard,,,Jakokeskus,floor_level_01,01_Kerros,59.765,72.766,55.8,400.0,3.0,0.0,,,0.0,0.0,S0301,Pääjakelu - vaihtosähkö,1500.0,1600.0,350.0,-,"Keskus, pinta, ovella, 1. krs (ofset 300mm lattiasta)",False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tekninen"": {""Nimellisvirta"": 0.0, ""Oikosulkukestoisuusarvo Icw"": 0.0, ""Oikosulkukestoisuusarvo Ipk"": 0.0, ""Vaiheiden lukumäärä"": 3.0, ""Jännite"": 400.0, ""id"": 32927}, ""FI_Asennus"": {""14 Komponentin alapinnan korko, kerroskorosta"": 299.999, ""02 Komponentin yläpinnan korko, abs."": 57399.999, ""04 Komponentin alapinnan korko, abs."": 55799.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 1899.999, ""13 Asennuskorko, kerroskorosta"": 300.0, ""03 Asennuskorko, abs."": 55800.0, ""id"": 32931}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotetyypin kuvaus"": ""Keskus, pinta, ovella, 1. krs (ofset 300mm lattiasta)"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32933}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKE02"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Jakokeskus"", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-005"", ""05 Komponentin yleistunnus"": ""JKE"", ""id"": 32941}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 32963}, ""FI_Geometria"": {""Syvyys"": 350.0, ""Leveys"": 1500.0, ""Korkeus"": 1600.0, ""id"": 33025}}"
board_1aUKvm5Vn6pB1ZfN1xydf8,1aUKvm5Vn6pB1ZfN1xydf8,-,RKE08,IfcElectricDistributionBoard,,,Jakokeskus,floor_level_01,01_Kerros,19.561,33.965,55.5,400.0,3.0,0.0,,,0.0,0.0,S0301,Pääjakelu - vaihtosähkö,1000.0,2000.0,400.0,-,"Keskus, pinta, ovella, toimistokerrokset",False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tekninen"": {""Nimellisvirta"": 0.0, ""Oikosulkukestoisuusarvo Icw"": 0.0, ""Oikosulkukestoisuusarvo Ipk"": 0.0, ""Vaiheiden lukumäärä"": 3.0, ""Jännite"": 400.0, ""id"": 32927}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKE08"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Jakokeskus"", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-005"", ""05 Komponentin yleistunnus"": ""JKE"", ""id"": 32959}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 32963}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 55499.998, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 55500.0, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2000.002, ""02 Komponentin yläpinnan korko, abs."": 57500.002, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.002, ""id"": 32997}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Keskus, pinta, ovella, toimistokerrokset"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33003}, ""FI_Geometria"": {""Syvyys"": 400.0, ""Leveys"": 1000.0, ""Korkeus"": 2000.0, ""id"": 33005}}"
board_3Sg96Yq1H0KeIY_4TWSz7a,3Sg96Yq1H0KeIY_4TWSz7a,-,RKE01,IfcElectricDistributionBoard,,,Jakokeskus,floor_level_02,02_Kerros,22.075,40.713,59.7,400.0,3.0,0.0,,,0.0,0.0,S0301,Pääjakelu - vaihtosähkö,1500.0,1900.0,350.0,-,"Keskus, pinta, ovella",False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tekninen"": {""Nimellisvirta"": 0.0, ""Oikosulkukestoisuusarvo Icw"": 0.0, ""Oikosulkukestoisuusarvo Ipk"": 0.0, ""Vaiheiden lukumäärä"": 3.0, ""Jännite"": 400.0, ""id"": 32927}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKE01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Jakokeskus"", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-005"", ""05 Komponentin yleistunnus"": ""JKE"", ""id"": 32943}, ""FI_Geometria"": {""Syvyys"": 350.0, ""Leveys"": 1500.0, ""Korkeus"": 1900.0, ""id"": 32955}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 32963}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Keskus, pinta, ovella"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33015}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 1899.999, ""02 Komponentin yläpinnan korko, abs."": 65549.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 33029}}"
board_3Sg96Yq1H0KeIY_4TWSz7T,3Sg96Yq1H0KeIY_4TWSz7T,-,RKT01,IfcElectricDistributionBoard,,,Ristikytkentäteline,floor_level_02,02_Kerros,22.898,41.849,59.7,230.0,1.0,,,,,,D0101,Yleiskaapelointi,600.0,2000.0,600.0,-,Ristikytkentäteline 800x800x2000,False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Ristikytkentäteline 800x800x2000"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32961}, ""FI_Tekninen"": {""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""id"": 32965}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""02 Komponentin yläpinnan korko, abs."": 65650.002, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2000.002, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 32981}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Yleiskaapelointi"", ""Järjestelmien tunnukset"": ""D0101"", ""id"": 32991}, ""FI_Geometria"": {""Leveys"": 600.0, ""Syvyys"": 600.0, ""Korkeus"": 2000.0, ""id"": 33027}, ""FI_Komponentti"": {""04 Komponentin yleisnimi"": ""Ristikytkentäteline"", ""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKT01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-007"", ""05 Komponentin yleistunnus"": ""RKT"", ""id"": 33037}}"
board_3Sg96Yq1H0KeIY_4TWSz7S,3Sg96Yq1H0KeIY_4TWSz7S,-,RKE01,IfcElectricDistributionBoard,,,Jakokeskus,floor_level_02,02_Kerros,39.461,57.551,59.7,400.0,3.0,0.0,,,0.0,0.0,S0301,Pääjakelu - vaihtosähkö,1500.0,1900.0,350.0,-,"Keskus, pinta, ovella",False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tekninen"": {""Nimellisvirta"": 0.0, ""Oikosulkukestoisuusarvo Icw"": 0.0, ""Oikosulkukestoisuusarvo Ipk"": 0.0, ""Vaiheiden lukumäärä"": 3.0, ""Jännite"": 400.0, ""id"": 32927}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKE01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Jakokeskus"", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-005"", ""05 Komponentin yleistunnus"": ""JKE"", ""id"": 32943}, ""FI_Geometria"": {""Syvyys"": 350.0, ""Leveys"": 1500.0, ""Korkeus"": 1900.0, ""id"": 32955}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 32963}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Keskus, pinta, ovella"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33015}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 1899.999, ""02 Komponentin yläpinnan korko, abs."": 65549.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 33029}}"
board_3Sg96Yq1H0KeIY_4TWSz7V,3Sg96Yq1H0KeIY_4TWSz7V,-,RKE01,IfcElectricDistributionBoard,,,Jakokeskus,floor_level_02,02_Kerros,39.576,57.647,59.7,400.0,3.0,0.0,,,0.0,0.0,S0301,Pääjakelu - vaihtosähkö,1500.0,1900.0,350.0,-,"Keskus, pinta, ovella",False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tekninen"": {""Nimellisvirta"": 0.0, ""Oikosulkukestoisuusarvo Icw"": 0.0, ""Oikosulkukestoisuusarvo Ipk"": 0.0, ""Vaiheiden lukumäärä"": 3.0, ""Jännite"": 400.0, ""id"": 32927}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKE01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Jakokeskus"", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-005"", ""05 Komponentin yleistunnus"": ""JKE"", ""id"": 32943}, ""FI_Geometria"": {""Syvyys"": 350.0, ""Leveys"": 1500.0, ""Korkeus"": 1900.0, ""id"": 32955}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 32963}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Keskus, pinta, ovella"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33015}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 1899.999, ""02 Komponentin yläpinnan korko, abs."": 65549.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 33029}}"
board_3Sg96Yq1H0KeIY_4TWSz7U,3Sg96Yq1H0KeIY_4TWSz7U,-,RKE01,IfcElectricDistributionBoard,,,Jakokeskus,floor_level_02,02_Kerros,65.229,73.863,59.7,400.0,3.0,0.0,,,0.0,0.0,S0301,Pääjakelu - vaihtosähkö,1500.0,1900.0,350.0,-,"Keskus, pinta, ovella",False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tekninen"": {""Nimellisvirta"": 0.0, ""Oikosulkukestoisuusarvo Icw"": 0.0, ""Oikosulkukestoisuusarvo Ipk"": 0.0, ""Vaiheiden lukumäärä"": 3.0, ""Jännite"": 400.0, ""id"": 32927}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKE01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Jakokeskus"", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-005"", ""05 Komponentin yleistunnus"": ""JKE"", ""id"": 32943}, ""FI_Geometria"": {""Syvyys"": 350.0, ""Leveys"": 1500.0, ""Korkeus"": 1900.0, ""id"": 32955}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 32963}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Keskus, pinta, ovella"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33015}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 1899.999, ""02 Komponentin yläpinnan korko, abs."": 65549.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 33029}}"
board_3Sg96Yq1H0KeIY_4TWSz7H,3Sg96Yq1H0KeIY_4TWSz7H,-,RKT01,IfcElectricDistributionBoard,,,Ristikytkentäteline,floor_level_02,02_Kerros,64.659,75.095,59.7,230.0,1.0,,,,,,D0101,Yleiskaapelointi,600.0,2000.0,600.0,-,Ristikytkentäteline 800x800x2000,False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Ristikytkentäteline 800x800x2000"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32961}, ""FI_Tekninen"": {""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""id"": 32965}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""02 Komponentin yläpinnan korko, abs."": 65650.002, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2000.002, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 32981}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Yleiskaapelointi"", ""Järjestelmien tunnukset"": ""D0101"", ""id"": 32991}, ""FI_Geometria"": {""Leveys"": 600.0, ""Syvyys"": 600.0, ""Korkeus"": 2000.0, ""id"": 33027}, ""FI_Komponentti"": {""04 Komponentin yleisnimi"": ""Ristikytkentäteline"", ""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKT01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-007"", ""05 Komponentin yleistunnus"": ""RKT"", ""id"": 33037}}"
