board_id,ifc_global_id,name,device_tag,ifc_class,predefined_type,object_type,board_kind,floor_id,storey,x,y,z,voltage_v,phase_count,rated_current_a,fuse_rating_a,power_factor,short_circuit_icw_ka,short_circuit_ipk_ka,system_code,system_name,width_mm,height_mm,depth_mm,manufacturer,product_description,rating_present,source_file,source_system,value_class,extraction_confidence,notes,raw_properties_json
board_3Sg96Yq1H0KeIY_4TWSz79,3Sg96Yq1H0KeIY_4TWSz79,-,RKT01,IfcElectricDistributionBoard,,,Ristikytkentäteline,floor_level_02,02_Kerros,39.989,56.404,59.7,230.0,1.0,,,,,,D0101,Yleiskaapelointi,600.0,2000.0,600.0,-,Ristikytkentäteline 800x800x2000,False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Ristikytkentäteline 800x800x2000"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32961}, ""FI_Tekninen"": {""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""id"": 32965}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""02 Komponentin yläpinnan korko, abs."": 65650.002, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2000.002, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 32981}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Yleiskaapelointi"", ""Järjestelmien tunnukset"": ""D0101"", ""id"": 32991}, ""FI_Geometria"": {""Leveys"": 600.0, ""Syvyys"": 600.0, ""Korkeus"": 2000.0, ""id"": 33027}, ""FI_Komponentti"": {""04 Komponentin yleisnimi"": ""Ristikytkentäteline"", ""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKT01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-007"", ""05 Komponentin yleistunnus"": ""RKT"", ""id"": 33037}}"
board_3Sg96Yq1H0KeIY_4TWSz78,3Sg96Yq1H0KeIY_4TWSz78,-,RKT01,IfcElectricDistributionBoard,,,Ristikytkentäteline,floor_level_02,02_Kerros,40.62,56.94,59.7,230.0,1.0,,,,,,D0101,Yleiskaapelointi,600.0,2000.0,600.0,-,Ristikytkentäteline 800x800x2000,False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Ristikytkentäteline 800x800x2000"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32961}, ""FI_Tekninen"": {""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""id"": 32965}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""02 Komponentin yläpinnan korko, abs."": 65650.002, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2000.002, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 32981}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Yleiskaapelointi"", ""Järjestelmien tunnukset"": ""D0101"", ""id"": 32991}, ""FI_Geometria"": {""Leveys"": 600.0, ""Syvyys"": 600.0, ""Korkeus"": 2000.0, ""id"": 33027}, ""FI_Komponentti"": {""04 Komponentin yleisnimi"": ""Ristikytkentäteline"", ""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKT01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-007"", ""05 Komponentin yleistunnus"": ""RKT"", ""id"": 33037}}"
board_2ILcbW7IvEOAriHq5LuDGn,2ILcbW7IvEOAriHq5LuDGn,-,RKE01,IfcElectricDistributionBoard,,,Jakokeskus,floor_level_03,03_Kerros,22.075,40.713,63.65,400.0,3.0,0.0,,,0.0,0.0,S0301,Pääjakelu - vaihtosähkö,1500.0,1900.0,350.0,-,"Keskus, pinta, ovella",False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tekninen"": {""Nimellisvirta"": 0.0, ""Oikosulkukestoisuusarvo Icw"": 0.0, ""Oikosulkukestoisuusarvo Ipk"": 0.0, ""Vaiheiden lukumäärä"": 3.0, ""Jännite"": 400.0, ""id"": 32927}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKE01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Jakokeskus"", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-005"", ""05 Komponentin yleistunnus"": ""JKE"", ""id"": 32943}, ""FI_Geometria"": {""Syvyys"": 350.0, ""Leveys"": 1500.0, ""Korkeus"": 1900.0, ""id"": 32955}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 32963}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Keskus, pinta, ovella"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33015}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 1899.999, ""02 Komponentin yläpinnan korko, abs."": 65549.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 33029}}"
board_0irh5V91zCcfh8lHZeV4Fq,0irh5V91zCcfh8lHZeV4Fq,-,RKT01,IfcElectricDistributionBoard,,,Ristikytkentäteline,floor_level_03,03_Kerros,22.898,41.849,63.65,230.0,1.0,,,,,,D0101,Yleiskaapelointi,600.0,2000.0,600.0,-,Ristikytkentäteline 800x800x2000,False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Ristikytkentäteline 800x800x2000"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32961}, ""FI_Tekninen"": {""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""id"": 32965}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""02 Komponentin yläpinnan korko, abs."": 65650.002, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2000.002, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 32981}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Yleiskaapelointi"", ""Järjestelmien tunnukset"": ""D0101"", ""id"": 32991}, ""FI_Geometria"": {""Leveys"": 600.0, ""Syvyys"": 600.0, ""Korkeus"": 2000.0, ""id"": 33027}, ""FI_Komponentti"": {""04 Komponentin yleisnimi"": ""Ristikytkentäteline"", ""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKT01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-007"", ""05 Komponentin yleistunnus"": ""RKT"", ""id"": 33037}}"
board_3JIKR4ApD9Zubrv_yC0GIX,3JIKR4ApD9Zubrv_yC0GIX,-,RKE01,IfcElectricDistributionBoard,,,Jakokeskus,floor_level_03,03_Kerros,39.461,57.551,63.65,400.0,3.0,0.0,,,0.0,0.0,S0301,Pääjakelu - vaihtosähkö,1500.0,1900.0,350.0,-,"Keskus, pinta, ovella",False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tekninen"": {""Nimellisvirta"": 0.0, ""Oikosulkukestoisuusarvo Icw"": 0.0, ""Oikosulkukestoisuusarvo Ipk"": 0.0, ""Vaiheiden lukumäärä"": 3.0, ""Jännite"": 400.0, ""id"": 32927}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKE01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Jakokeskus"", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-005"", ""05 Komponentin yleistunnus"": ""JKE"", ""id"": 32943}, ""FI_Geometria"": {""Syvyys"": 350.0, ""Leveys"": 1500.0, ""Korkeus"": 1900.0, ""id"": 32955}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 32963}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Keskus, pinta, ovella"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33015}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 1899.999, ""02 Komponentin yläpinnan korko, abs."": 65549.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 33029}}"
board_3JIKR4ApD9Zubrv_yC0GIg,3JIKR4ApD9Zubrv_yC0GIg,-,RKE01,IfcElectricDistributionBoard,,,Jakokeskus,floor_level_03,03_Kerros,39.576,57.647,63.65,400.0,3.0,0.0,,,0.0,0.0,S0301,Pääjakelu - vaihtosähkö,1500.0,1900.0,350.0,-,"Keskus, pinta, ovella",False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tekninen"": {""Nimellisvirta"": 0.0, ""Oikosulkukestoisuusarvo Icw"": 0.0, ""Oikosulkukestoisuusarvo Ipk"": 0.0, ""Vaiheiden lukumäärä"": 3.0, ""Jännite"": 400.0, ""id"": 32927}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKE01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Jakokeskus"", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-005"", ""05 Komponentin yleistunnus"": ""JKE"", ""id"": 32943}, ""FI_Geometria"": {""Syvyys"": 350.0, ""Leveys"": 1500.0, ""Korkeus"": 1900.0, ""id"": 32955}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 32963}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Keskus, pinta, ovella"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33015}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 1899.999, ""02 Komponentin yläpinnan korko, abs."": 65549.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 33029}}"
board_0ySY4lCdb6wP8OlE3GnJKj,0ySY4lCdb6wP8OlE3GnJKj,-,RKE01,IfcElectricDistributionBoard,,,Jakokeskus,floor_level_03,03_Kerros,65.229,73.863,63.65,400.0,3.0,0.0,,,0.0,0.0,S0301,Pääjakelu - vaihtosähkö,1500.0,1900.0,350.0,-,"Keskus, pinta, ovella",False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tekninen"": {""Nimellisvirta"": 0.0, ""Oikosulkukestoisuusarvo Icw"": 0.0, ""Oikosulkukestoisuusarvo Ipk"": 0.0, ""Vaiheiden lukumäärä"": 3.0, ""Jännite"": 400.0, ""id"": 32927}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKE01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Jakokeskus"", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-005"", ""05 Komponentin yleistunnus"": ""JKE"", ""id"": 32943}, ""FI_Geometria"": {""Syvyys"": 350.0, ""Leveys"": 1500.0, ""Korkeus"": 1900.0, ""id"": 32955}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 32963}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Keskus, pinta, ovella"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33015}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 1899.999, ""02 Komponentin yläpinnan korko, abs."": 65549.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 33029}}"
board_0ySY4lCdb6wP8OlE3GnJLh,0ySY4lCdb6wP8OlE3GnJLh,-,RKT01,IfcElectricDistributionBoard,,,Ristikytkentäteline,floor_level_03,03_Kerros,64.659,75.095,63.65,230.0,1.0,,,,,,D0101,Yleiskaapelointi,600.0,2000.0,600.0,-,Ristikytkentäteline 800x800x2000,False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Ristikytkentäteline 800x800x2000"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32961}, ""FI_Tekninen"": {""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""id"": 32965}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""02 Komponentin yläpinnan korko, abs."": 65650.002, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2000.002, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 32981}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Yleiskaapelointi"", ""Järjestelmien tunnukset"": ""D0101"", ""id"": 32991}, ""FI_Geometria"": {""Leveys"": 600.0, ""Syvyys"": 600.0, ""Korkeus"": 2000.0, ""id"": 33027}, ""FI_Komponentti"": {""04 Komponentin yleisnimi"": ""Ristikytkentäteline"", ""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKT01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-007"", ""05 Komponentin yleistunnus"": ""RKT"", ""id"": 33037}}"
board_3nAqxWAvT6Kwm_Yz__pXOi,3nAqxWAvT6Kwm$Yz_$pXOi,-,RKT01,IfcElectricDistributionBoard,,,Ristikytkentäteline,floor_level_03,03_Kerros,39.989,56.404,63.65,230.0,1.0,,,,,,D0101,Yleiskaapelointi,600.0,2000.0,600.0,-,Ristikytkentäteline 800x800x2000,False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Ristikytkentäteline 800x800x2000"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32961}, ""FI_Tekninen"": {""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""id"": 32965}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""02 Komponentin yläpinnan korko, abs."": 65650.002, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2000.002, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 32981}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Yleiskaapelointi"", ""Järjestelmien tunnukset"": ""D0101"", ""id"": 32991}, ""FI_Geometria"": {""Leveys"": 600.0, ""Syvyys"": 600.0, ""Korkeus"": 2000.0, ""id"": 33027}, ""FI_Komponentti"": {""04 Komponentin yleisnimi"": ""Ristikytkentäteline"", ""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKT01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-007"", ""05 Komponentin yleistunnus"": ""RKT"", ""id"": 33037}}"
board_3nAqxWAvT6Kwm_Yz__pXOI,3nAqxWAvT6Kwm$Yz_$pXOI,-,RKT01,IfcElectricDistributionBoard,,,Ristikytkentäteline,floor_level_03,03_Kerros,40.62,56.94,63.65,230.0,1.0,,,,,,D0101,Yleiskaapelointi,600.0,2000.0,600.0,-,Ristikytkentäteline 800x800x2000,False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Ristikytkentäteline 800x800x2000"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32961}, ""FI_Tekninen"": {""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""id"": 32965}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""02 Komponentin yläpinnan korko, abs."": 65650.002, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2000.002, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 32981}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Yleiskaapelointi"", ""Järjestelmien tunnukset"": ""D0101"", ""id"": 32991}, ""FI_Geometria"": {""Leveys"": 600.0, ""Syvyys"": 600.0, ""Korkeus"": 2000.0, ""id"": 33027}, ""FI_Komponentti"": {""04 Komponentin yleisnimi"": ""Ristikytkentäteline"", ""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKT01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-007"", ""05 Komponentin yleistunnus"": ""RKT"", ""id"": 33037}}"
board_3Sg96Yq1H0KeIY_4TWSyoh,3Sg96Yq1H0KeIY_4TWSyoh,-,RKE01,IfcElectricDistributionBoard,,,Jakokeskus,floor_level_04,04_Kerros,22.075,40.713,67.6,400.0,3.0,0.0,,,0.0,0.0,S0301,Pääjakelu - vaihtosähkö,1500.0,1900.0,350.0,-,"Keskus, pinta, ovella",False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tekninen"": {""Nimellisvirta"": 0.0, ""Oikosulkukestoisuusarvo Icw"": 0.0, ""Oikosulkukestoisuusarvo Ipk"": 0.0, ""Vaiheiden lukumäärä"": 3.0, ""Jännite"": 400.0, ""id"": 32927}, ""FI_Komponentti"": {""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKE01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""04 Komponentin yleisnimi"": ""Jakokeskus"", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-005"", ""05 Komponentin yleistunnus"": ""JKE"", ""id"": 32943}, ""FI_Geometria"": {""Syvyys"": 350.0, ""Leveys"": 1500.0, ""Korkeus"": 1900.0, ""id"": 32955}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Pääjakelu - vaihtosähkö"", ""Järjestelmien tunnukset"": ""S0301"", ""id"": 32963}, ""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Keskus, pinta, ovella"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 33015}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""12 Komponentin yläpinnan korko, kerroskorosta"": 1899.999, ""02 Komponentin yläpinnan korko, abs."": 65549.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 33029}}"
board_3Sg96Yq1H0KeIY_4TWSyoW,3Sg96Yq1H0KeIY_4TWSyoW,-,RKT01,IfcElectricDistributionBoard,,,Ristikytkentäteline,floor_level_04,04_Kerros,22.898,41.849,67.6,230.0,1.0,,,,,,D0101,Yleiskaapelointi,600.0,2000.0,600.0,-,Ristikytkentäteline 800x800x2000,False,ELE_enriched.ifc,ifc_ele,ifc_derived,high,,"{""FI_Tuote"": {""Tuotetyypin kommentti"": ""\""Tuotetyypin kommentti\"""", ""Tuotetyypin kuvaus"": ""Ristikytkentäteline 800x800x2000"", ""Tuotetyypin nimi"": ""-"", ""Tuotetyypin valmistaja"": ""-"", ""Tuotteen kommentti"": ""\""Tuotteen kommentti\"""", ""id"": 32961}, ""FI_Tekninen"": {""Vaiheiden lukumäärä"": 1.0, ""Jännite"": 230.0, ""id"": 32965}, ""FI_Asennus"": {""04 Komponentin alapinnan korko, abs."": 63649.999, ""13 Asennuskorko, kerroskorosta"": 0.0, ""03 Asennuskorko, abs."": 63650.0, ""02 Komponentin yläpinnan korko, abs."": 65650.002, ""12 Komponentin yläpinnan korko, kerroskorosta"": 2000.002, ""14 Komponentin alapinnan korko, kerroskorosta"": -0.001, ""id"": 32981}, ""FI_Sijainti"": {""Järjestelmien nimet"": ""Yleiskaapelointi"", ""Järjestelmien tunnukset"": ""D0101"", ""id"": 32991}, ""FI_Geometria"": {""Leveys"": 600.0, ""Syvyys"": 600.0, ""Korkeus"": 2000.0, ""id"": 33027}, ""FI_Komponentti"": {""04 Komponentin yleisnimi"": ""Ristikytkentäteline"", ""Laitetunnus, yksilöllinen"": ""\""Laitetunnus, yksilöllinen\"""", ""Laitetunnus"": ""RKT01"", ""01 Komponentin pääryhmä"": ""JAKELULAITTEET - SÄH"", ""Status"": ""\""Status\"""", ""02 Komponentin alaryhmä"": ""KESKUSLAITTEET - SÄH"", ""03 Komponentin koodi"": ""T-SAH-03-01-007"", ""05 Komponentin yleistunnus"": ""RKT"", ""id"": 33037}}"
